year,code,temp_change,CO2,cardio_deaths
2020,STP,7.38e-06,243529.52,0.460111953
2021,STP,7.52e-06,250577.3,0.178191916
1990,SEN,0.000531403,14053437.0,290.9022743
1991,SEN,0.000538787,15975717.0,214.8921164
1992,SEN,0.000547139,16799422.0,218.8359529
1993,SEN,0.000556947,19244906.0,299.0017011
1994,SEN,0.000567506,18533950.0,253.0136456
1995,SEN,0.000578749,20662442.0,302.7541232
1996,SEN,0.000589125,17666504.0,341.6831715
1997,SEN,0.000597553,15150112.0,339.9160755
1999,SEN,0.000626544,24602220.0,267.4964034
2000,SEN,0.000638587,21230754.0,295.571302
1990,SRB,0.001557772,74084960.0,103.385534
1991,SRB,0.001579236,51611610.0,95.50274711
1992,SRB,0.001599479,53454780.0,171.418032
1993,SRB,0.001616175,47540284.0,176.0329136
1994,SRB,0.001630347,45969624.0,223.4777642
1995,SRB,0.001645911,49089464.0,115.7385286
1996,SRB,0.001663715,55769310.0,125.5754056
1997,SRB,0.001683411,60268064.0,103.3369812
1998,SRB,0.001702851,59150460.0,211.5898123
1999,SRB,0.001713012,41737212.0,124.0468964
2000,SRB,0.001726942,50789156.0,292.4503839
2001,SRB,0.001741245,54869320.0,171.5040111
2002,SRB,0.001756105,57911600.0,188.28158
2003,SRB,0.001772285,62068550.0,289.9975347
2004,SRB,0.001789895,67407700.0,127.0815132
2005,SRB,0.001801257,55451836.0,120.1971562
2006,SRB,0.001817511,64888964.0,171.0512298
2007,SRB,0.001833403,64034464.0,331.3998292
2008,SRB,0.001846007,55735212.0,243.3159298
2009,SRB,0.001856629,50781024.0,181.5233344
2010,SRB,0.001866217,50577350.0,200.145006
2011,SRB,0.001879611,54975348.0,237.8032278
2013,SRB,0.001907686,50793260.0,221.4446046
2014,SRB,0.001918524,42175736.0,107.3510182
2015,SRB,0.001932076,49205756.0,340.8097533
2016,SRB,0.001947333,50919720.0,164.8406671
2018,SRB,0.001977472,49598630.0,162.6645866
2019,SRB,0.001994198,49882908.0,252.9346884
2020,SRB,0.002012869,51951300.0,171.2321714
2021,SRB,0.002031351,49791710.0,307.8547875
1990,SYC,2.78e-06,210283.31,0.153191014
1991,SYC,2.91e-06,236224.84,0.147371104
1992,SYC,3.04e-06,235009.27,0.112930115
1993,SYC,3.16e-06,247442.58,0.108865339
1994,SYC,3.3e-06,267043.47,0.173051648
1995,SYC,3.43e-06,264551.03,0.121899208
1996,SYC,3.58e-06,301449.16,0.067283164
1997,SYC,3.74e-06,343907.47,0.010124567
1998,SYC,3.91e-06,358551.38,0.355190878
2000,SYC,4.27e-06,392534.44,0.027335927
2001,SYC,4.47e-06,421659.03,0.038536365
2002,SYC,4.67e-06,424577.8,0.132491233
2003,SYC,4.86e-06,417694.56,0.221436411
2004,SYC,5.08e-06,453336.0,0.146362261
2005,SYC,5.29e-06,463530.7,0.223641092
2006,SYC,5.52e-06,469603.34,0.063403495
2007,SYC,5.75e-06,485685.53,0.354703554
2008,SYC,5.99e-06,498175.6,0.061849261
2009,SYC,6.24e-06,525333.1,0.191713106
2010,SYC,6.49e-06,527279.44,0.42154945
2011,SYC,6.72e-06,490421.4,0.091913153
2012,SYC,6.96e-06,510937.22,0.164258121
2013,SYC,7.2e-06,499373.7,0.199922488
2014,SYC,7.46e-06,547996.4,0.235986814
2015,SYC,7.74e-06,590707.06,0.299431401
2016,SYC,8.05e-06,650471.56,0.690715577
2017,SYC,8.37e-06,673813.6,0.162473544
2018,SYC,8.7e-06,698881.6,0.160832218
2019,SYC,9.03e-06,691589.94,0.514844768
2020,SYC,9.37e-06,707517.25,0.457481017
2021,SYC,9.73e-06,764011.94,0.239363203
1990,SLE,0.000542139,9492206.0,9.410305173
1991,SLE,0.000546579,9246704.0,3.829957932
1992,SLE,0.000550996,9304867.0,4.011083743
1994,SLE,0.000559736,9386320.0,1.645325897
1995,SLE,0.000563865,9191634.0,6.742120828
1996,SLE,0.000567378,8817097.0,4.517656958
1997,SLE,0.0005708,8812961.0,7.436926655
1998,SLE,0.000574487,9410578.0,35.16395713
1999,SLE,0.000578663,10681492.0,13.18676505
2000,SLE,0.000588648,24184206.0,2.837362568
2001,SLE,0.000605127,37412010.0,7.011288198
2002,SLE,0.000628922,53020084.0,10.29622675
2003,SLE,0.000653924,54237820.0,18.11524832
2004,SLE,0.000677644,49745744.0,7.360309446
2005,SLE,0.000704876,56701292.0,3.728796839
2006,SLE,0.000726125,41481260.0,5.86909948
2007,SLE,0.000742155,32218912.0,16.09626702
2008,SLE,0.000757531,31074686.0,2.068032333
2009,SLE,0.000773218,31422628.0,18.74144858
2010,SLE,0.000788661,31593442.0,16.42615456
2011,SLE,0.000802104,26037356.0,5.934462547
2012,SLE,0.000816575,26415464.0,14.434391
2013,SLE,0.000829549,23431628.0,20.23511615
2014,SLE,0.000842166,21461512.0,13.06813284
2015,SLE,0.000854155,20469238.0,9.821860873
2016,SLE,0.000866524,19782134.0,42.5647479
2017,SLE,0.000878272,18794206.0,22.04730831
2018,SLE,0.000890966,18388292.0,25.05012322
2019,SLE,0.000901353,16324819.0,50.42341711
2020,SLE,0.000911911,16341814.0,63.76924715
2021,SLE,0.000923544,16980046.0,37.42092372
1990,SGP,0.000423374,48971090.0,11.79721496
1991,SGP,0.000447146,50979464.0,10.70806695
1992,SGP,0.000472919,55508310.0,6.584465399
1993,SGP,0.000497333,52431256.0,4.889360589
1994,SGP,0.0005273,63699240.0,4.952542355
1995,SGP,0.000549272,45731570.0,11.85719251
1996,SGP,0.000574943,53855572.0,11.1819873
1997,SGP,0.000605693,64422390.0,11.9715525
1998,SGP,0.000634845,60675580.0,35.09041613
1999,SGP,0.000663461,59716920.0,7.864456341
2000,SGP,0.00069168,58896948.0,9.918421033
2001,SGP,0.000721196,60769610.0,10.2831444
2002,SGP,0.000746907,51367868.0,14.89409412
2003,SGP,0.000774379,54245144.0,20.02952539
2004,SGP,0.000800746,51955096.0,20.56568637
2005,SGP,0.000824981,46693496.0,22.16015237
2006,SGP,0.000849676,47516108.0,13.11544139
2007,SGP,0.000869398,36134140.0,11.54275065
2008,SGP,0.000896039,51716628.0,8.419769756
2009,SGP,0.000921856,50092564.0,24.06875985
2010,SGP,0.000947932,49038732.0,28.90612932
2011,SGP,0.000970041,40023256.0,14.77384755
2012,SGP,0.000999275,55963676.0,16.78218646
2013,SGP,0.001031644,60840068.0,25.97737578
2014,SGP,0.001062669,58387924.0,26.59726735
2015,SGP,0.001098512,68313850.0,24.21177833
2016,SGP,0.001123911,46387610.0,44.57176565
2017,SGP,0.00114973,46729380.0,27.98783929
2018,SGP,0.001180016,56823684.0,25.64174496
2019,SGP,0.001203479,40708200.0,36.79127028
2020,SGP,0.00123667,61865360.0,34.15582768
2021,SGP,0.001269885,62999384.0,28.80574602
1990,SVK,0.001697469,73378180.0,21.82231967
1991,SVK,0.001719955,63405504.0,24.48208842
1992,SVK,0.001739093,58339810.0,45.4702998
1993,SVK,0.001756758,55162292.0,24.54097014
1994,SVK,0.001773412,52551064.0,46.81716508
1995,SVK,0.0017897,52856572.0,31.65410855
1996,SVK,0.001806811,53291252.0,18.02454125
1997,SVK,0.001823322,52910490.0,25.82290752
1998,SVK,0.001839286,52528144.0,42.10213182
1999,SVK,0.001854993,51223228.0,24.62974184
2000,SVK,0.001869409,47977196.0,41.57806218
2001,SVK,0.001884659,50061356.0,33.31509605
2002,SVK,0.00189871,48492684.0,41.28901277
2003,SVK,0.001912397,47613176.0,55.14454006
2004,SVK,0.001926313,48618732.0,22.32063822
2005,SVK,0.00194035,48960250.0,31.52132278
2006,SVK,0.001955102,49380084.0,42.96717138
2007,SVK,0.001969132,48037652.0,55.06293608
2008,SVK,0.001983296,48665896.0,36.38249364
2009,SVK,0.001995622,45083976.0,40.26520564
2010,SVK,0.00200807,46459950.0,36.76325603
2011,SVK,0.002021625,46050424.0,35.9671789
2012,SVK,0.002035146,43559350.0,61.68752842
2013,SVK,0.002049174,43038584.0,47.3782717
2014,SVK,0.00206185,39991224.0,28.52938882
2015,SVK,0.002075804,40768252.0,68.16714049
2016,SVK,0.002089299,41061030.0,36.03868649
2017,SVK,0.002104033,42260644.0,55.16994159
2018,SVK,0.002118919,42142964.0,57.8903069
2019,SVK,0.002133014,39899012.0,52.06072979
2020,SVK,0.002146587,37313304.0,34.80287406
2021,SVK,0.002162079,41485630.0,50.7138374
1990,SVN,0.000444559,20847420.0,3.540833853
1991,SVN,0.00045345,18941820.0,6.444919131
1992,SVN,0.000461871,18363302.0,12.2692099
1993,SVN,0.000469766,18403606.0,8.839298792
1994,SVN,0.000477293,18384200.0,13.4109068
1995,SVN,0.000484761,18996006.0,6.200496138
1996,SVN,0.000492371,19403638.0,3.366584499
1997,SVN,0.000500377,20315622.0,3.695806398
1998,SVN,0.000507992,20123168.0,9.67568072
1999,SVN,0.000515119,19466114.0,4.823353961
2000,SVN,0.000522428,19393178.0,7.46741752
2001,SVN,0.000530119,20912822.0,7.668886377
2002,SVN,0.000537788,21187440.0,5.98167723
2003,SVN,0.000544879,20996418.0,17.3607505
2004,SVN,0.000551781,21276542.0,3.903163701
2005,SVN,0.000559213,21711630.0,4.528457307
2006,SVN,0.000566988,22304990.0,8.609840005
2007,SVN,0.000575704,25078794.0,7.973006857
2008,SVN,0.000584416,24712800.0,6.526909975
2009,SVN,0.000592089,22710652.0,6.11531409
2010,SVN,0.00059929,23208678.0,7.576799569
2011,SVN,0.000606533,22734912.0,7.924298079
2012,SVN,0.000613704,22325158.0,11.77028004
2013,SVN,0.000620596,21149366.0,11.5149782
2014,SVN,0.000626311,19072562.0,3.635536422
2015,SVN,0.000632484,19446850.0,13.43015219
2016,SVN,0.000639328,20391190.0,5.97800498
2017,SVN,0.000645823,20001248.0,11.95460522
2018,SVN,0.000651981,19668102.0,8.063835046
2019,SVN,0.000658233,19211476.0,10.1284275
2020,SVN,0.000663553,17832958.0,5.988666344
2021,SVN,0.000668498,17739818.0,8.906758437
2016,SLB,5.76e-05,3915350.0,0.330808321
2020,SLB,6.49e-05,3535813.2,0.03059383
2021,SLB,6.66e-05,3468254.0,0.120235727
1990,SOM,0.000915037,33786136.0,6.799282459
1991,SOM,0.000930273,31651858.0,0.769982692
1998,SOM,0.001054041,40021640.0,0.144140319
2016,SOM,0.001423148,46070810.0,31.93021772
2017,SOM,0.00144306,46411350.0,5.566952996
2019,SOM,0.001483177,47378350.0,35.33549822
2020,SOM,0.001503481,48022624.0,40.69010962
2021,SOM,0.001522841,48345720.0,4.194352009
1990,SSD,0.001489657,47988464.0,175.9179765
1991,SSD,0.001510046,39966810.0,120.8569149
1992,SSD,0.001540734,57677010.0,131.4442975
1993,SSD,0.001572461,63279932.0,135.4969975
1994,SSD,0.001611812,60283490.0,164.3450807
1995,SSD,0.001648909,59263250.0,132.9442995
1996,SSD,0.001688276,61172516.0,104.2570492
1997,SSD,0.001723386,59426924.0,92.74500012
1998,SSD,0.001767041,60762250.0,211.096866
1999,SSD,0.001808652,61094550.0,124.386055
2000,SSD,0.00184701,63888816.0,112.4449351
2001,SSD,0.001878797,53914224.0,120.9565231
2002,SSD,0.001910754,55975800.0,170.1631199
2003,SSD,0.001949406,64152410.0,191.1779673
2004,SSD,0.001988755,62139452.0,173.5104265
2005,SSD,0.002035887,67652320.0,243.0392899
2006,SSD,0.002076922,61473090.0,159.4049284
2007,SSD,0.002122941,67013304.0,161.4331944
2008,SSD,0.00216966,64836770.0,122.0982052
2009,SSD,0.002214867,65029750.0,188.1799699
2010,SSD,0.00225037,60423096.0,205.9521046
2011,SSD,0.002283407,53835630.0,142.7616627
2012,SSD,0.002323395,69442970.0,170.7180923
2013,SSD,0.002359027,65517576.0,252.5225846
2014,SSD,0.00239317,65043176.0,173.1508545
2015,SSD,0.002426521,63939720.0,256.5252595
2018,SSD,0.002511356,59379720.0,281.2953098
2020,SSD,0.002555416,64941400.0,301.1938914
1990,LKA,0.001129117,25210482.0,72.01756629
1991,LKA,0.001141015,25456928.0,98.82481044
1992,LKA,0.001153899,26663668.0,79.94118676
1993,LKA,0.00116693,27047842.0,74.36101856
1994,LKA,0.001180492,29315688.0,52.51907703
1995,LKA,0.001194534,29056920.0,44.55720397
1996,LKA,0.001207228,29575894.0,50.90831334
1997,LKA,0.001218989,28607930.0,92.41579373
1998,LKA,0.001228645,27524338.0,275.1852881
1999,LKA,0.001239052,28262388.0,54.72241337
2000,LKA,0.001249389,29543288.0,43.00402014
2001,LKA,0.00125858,28979078.0,112.7063774
2002,LKA,0.001268958,30322178.0,131.1810536
2003,LKA,0.001280165,31736530.0,145.3536262
2005,LKA,0.001309362,37236490.0,249.7285222
2006,LKA,0.001322148,36397304.0,211.7914637
2007,LKA,0.001341226,49729908.0,203.0854377
2008,LKA,0.00135696,40814756.0,149.6837331
2009,LKA,0.001375227,46461844.0,261.1817708
2010,LKA,0.00139532,49911150.0,264.062041
2011,LKA,0.001413407,44041804.0,204.0316247
2012,LKA,0.001431636,44834550.0,262.2519919
2013,LKA,0.001447757,39962504.0,220.4467351
2014,LKA,0.001461601,39893616.0,292.0001697
2015,LKA,0.001478496,42828696.0,245.8628036
2017,LKA,0.00151162,41883304.0,317.0274439
2018,LKA,0.001528818,39226440.0,180.0443387
2021,LKA,0.001580651,39179704.0,213.6559096
1997,SUR,0.000108236,4786678.5,0.247864137
1998,SUR,0.000110716,5227200.0,0.337127284
2003,SUR,0.00012085,4988740.5,0.566724681
2004,SUR,0.000122442,4277250.5,0.489374028
2005,SUR,0.000123863,4012658.8,0.415127231
2009,SUR,0.000130978,5026218.0,0.038973994
2010,SUR,0.000133474,5549540.0,0.116578772
2012,SUR,0.000138789,6880481.0,0.858542716
2014,SUR,0.000145324,7332292.5,1.07965492
2015,SUR,0.000148086,6646706.5,2.328479778
2016,SUR,0.00015104,7065141.0,2.966809658
2017,SUR,0.000153949,6698138.0,2.949187443
2018,SUR,0.000156633,6351845.0,1.969589068
2019,SUR,0.000159619,7027095.5,4.126918031
2020,SUR,0.000162815,7177623.5,3.599298351
2021,SUR,0.00016621,7881204.5,1.442108247
1990,SWE,0.002956323,68476480.0,0.501861757
1991,SWE,0.002984803,70128970.0,1.324979758
1992,SWE,0.00301338,71983700.0,0.937484766
1993,SWE,0.003042086,74703976.0,0.099295879
1994,SWE,0.003072722,79118020.0,4.32766601
1995,SWE,0.003105549,81619900.0,1.431930727
1996,SWE,0.003139699,86092480.0,0.45373835
1997,SWE,0.003174542,82258410.0,2.053360813
1998,SWE,0.003207791,83842344.0,0.050451309
1999,SWE,0.003239616,81763590.0,0.911376714
2000,SWE,0.003271348,81444850.0,0.234031339
2001,SWE,0.003303941,83609970.0,0.961434847
2002,SWE,0.003339066,85957940.0,1.328114536
2003,SWE,0.003376355,91996570.0,1.083970503
2004,SWE,0.003414216,93166250.0,0.42129896
2005,SWE,0.003446593,92155350.0,0.636588556
2006,SWE,0.003483388,95189096.0,1.560877924
2007,SWE,0.003518937,93774190.0,0.511874322
2008,SWE,0.003551746,90275920.0,0.560746514
2009,SWE,0.00358178,85583544.0,0.522762273
2010,SWE,0.0036144,92438300.0,1.311203605
2011,SWE,0.003645067,86613070.0,0.329423749
2012,SWE,0.003674835,84216936.0,0.214364126
2013,SWE,0.003701935,81420700.0,0.282187764
2014,SWE,0.003727286,79202900.0,1.375105824
2015,SWE,0.003753068,79563430.0,0.308117369
2016,SWE,0.003779904,79790024.0,0.287042942
2017,SWE,0.003805114,79695260.0,0.042493672
2018,SWE,0.003829876,77043150.0,2.928271137
2019,SWE,0.003851518,74818010.0,0.749191078
2020,SWE,0.003869976,69860440.0,0.614396956
2021,SWE,0.003889916,72419370.0,0.780726232
1990,CHE,0.001211913,54174788.0,8.147741382
1991,CHE,0.001234761,56144972.0,10.75330837
1992,CHE,0.001256907,55651220.0,14.82468223
1993,CHE,0.001276821,52960070.0,7.816073272
1994,CHE,0.001295907,51817856.0,18.67439264
1995,CHE,0.001315347,52510336.0,11.73675607
1996,CHE,0.001334766,52981240.0,5.043745222
1997,CHE,0.001353157,51493316.0,7.532849711
1998,CHE,0.001372093,53016784.0,13.11440601
1999,CHE,0.001390455,52463050.0,7.667125313
2000,CHE,0.001408289,51861776.0,7.996028958
2001,CHE,0.001427362,53619990.0,8.588375881
2002,CHE,0.001445313,51265308.0,8.655096646
2003,CHE,0.001463312,52260700.0,33.88376644
2004,CHE,0.001481462,52693188.0,6.394378873
2005,CHE,0.00150006,53256544.0,9.968029582
2006,CHE,0.001518638,52882220.0,15.26091032
2007,CHE,0.001536563,50883630.0,5.906945214
2008,CHE,0.001555205,52210120.0,6.755341333
2009,CHE,0.001572487,50554640.0,8.11835288
2010,CHE,0.001590765,52199612.0,8.613799576
2011,CHE,0.001607184,47937440.0,6.557202262
2012,CHE,0.001624659,49235216.0,7.376554383
2013,CHE,0.001643302,50361476.0,10.62971768
2014,CHE,0.001660409,46289020.0,4.042638054
2015,CHE,0.001677493,45773492.0,18.86622215
2016,CHE,0.001694962,46287668.0,7.552444727
2017,CHE,0.001712412,45248264.0,11.45843506
2018,CHE,0.00172946,43846956.0,14.13196716
2019,CHE,0.001746692,43652884.0,13.91596592
2020,CHE,0.001763028,41096610.0,8.492006414
2021,CHE,0.001780223,42866776.0,4.559586217
1990,SYR,0.000977822,67056960.0,257.9759668
1991,SYR,0.001048786,77144620.0,237.7106137
1992,SYR,0.001117658,76375464.0,232.0698335
1993,SYR,0.001194756,83060550.0,281.6815317
1994,SYR,0.001271634,84296060.0,341.904326
1995,SYR,0.001342459,84462170.0,305.3549372
1997,SYR,0.0014843,87515810.0,259.085892
2005,SYR,0.001942348,80958540.0,347.164923
1990,TWN,0.001396454,140108800.0,185.0381705
1991,TWN,0.001463767,149738000.0,261.8173787
1992,TWN,0.001535329,158664220.0,151.3247999
1993,TWN,0.001612168,170377090.0,238.9064637
1994,TWN,0.00169231,178038430.0,197.5028213
1995,TWN,0.001776505,186281400.0,196.6261201
1996,TWN,0.001863335,194139150.0,204.5101501
1997,TWN,0.00195671,208239520.0,113.208772
1990,TJK,0.000478191,20522918.0,70.44344275
1991,TJK,0.000486268,17802414.0,51.61646773
1992,TJK,0.00049207,15109616.0,37.65195914
1993,TJK,0.000495865,12073696.0,57.60432461
1994,TJK,0.00049784,8977537.0,87.29684045
1995,TJK,0.00049931,8811534.0,80.66264224
1996,TJK,0.000500545,8970324.0,56.22747629
1997,TJK,0.000501204,7918566.5,73.7230118
1998,TJK,0.000501642,8067035.0,61.41769907
1999,TJK,0.000502033,8053797.0,64.47790912
2000,TJK,0.000502379,7787412.0,73.25089668
2001,TJK,0.000502816,7896268.0,82.60894644
2002,TJK,0.000503203,7662445.0,74.91841334
2003,TJK,0.000503889,8070395.0,80.83115859
2004,TJK,0.000505121,8983258.0,66.80670978
2005,TJK,0.000506714,9271416.0,95.5294865
2006,TJK,0.000508829,9777886.0,106.3427117
2007,TJK,0.000511463,10510263.0,99.65621583
2008,TJK,0.00051526,11085536.0,135.1454694
2009,TJK,0.000519309,10791942.0,69.76474962
2010,TJK,0.000523355,10873676.0,88.43213706
2011,TJK,0.000528156,10804294.0,121.3082861
2012,TJK,0.000535029,11755685.0,79.4928802
2013,TJK,0.000543032,12028774.0,121.975835
2014,TJK,0.000552688,14032860.0,107.1050317
2015,TJK,0.00056363,15106468.0,130.0021439
2016,TJK,0.000575594,15938152.0,141.7971462
2017,TJK,0.000588688,17278412.0,162.4276839
2018,TJK,0.000602692,18529610.0,157.6780784
2019,TJK,0.000617383,19791064.0,163.3300886
2020,TJK,0.000632375,20393386.0,141.1895605
2021,TJK,0.000647504,21062764.0,188.4120204
1990,TGO,0.000235016,8179382.0,7.424214991
1992,TGO,0.000245979,11108265.0,5.837995729
1993,TGO,0.000251281,9509648.0,5.919886013
1994,TGO,0.00025687,9545183.0,6.168956563
1995,TGO,0.000263722,12581233.0,6.498575842
1996,TGO,0.000271082,13179243.0,11.25142271
1998,TGO,0.000288753,15661881.0,54.35126236
1999,TGO,0.00029705,13466523.0,15.21334196
2000,TGO,0.000303797,9823647.0,21.24721995
2001,TGO,0.000310067,8957833.0,29.4522336
2002,TGO,0.000316075,8347978.5,26.27975639
2003,TGO,0.000321985,7496637.0,25.23458063
2004,TGO,0.000326757,5394494.5,19.23817414
2005,TGO,0.000333442,7780486.5,46.99311436
2006,TGO,0.000341212,11163647.0,53.9771369
2007,TGO,0.000348441,10699342.0,49.77609144
2008,TGO,0.000356303,11938001.0,36.45959667
2009,TGO,0.000365199,13577129.0,64.67569437
2010,TGO,0.000373623,13332102.0,94.62537128
2011,TGO,0.000383843,16016543.0,72.97424596
2012,TGO,0.000392968,13411778.0,52.02541811
2013,TGO,0.000401786,12073789.0,69.02617258
2014,TGO,0.000409852,11165332.0,62.40115734
2015,TGO,0.00041837,11092855.0,99.85575925
2016,TGO,0.000426521,10932304.0,120.7114684
2017,TGO,0.000434213,10799923.0,116.0203853
2018,TGO,0.000441572,10768484.0,101.3139955
2019,TGO,0.000449326,10925056.0,149.9181582
2020,TGO,0.000457618,11313578.0,136.2936463
2021,TGO,0.000466067,11295183.0,174.1873316
1991,TON,1e-05,192992.19,0.095180975
1992,TON,1.01e-05,178173.97,0.014806368
1993,TON,1.03e-05,201154.78,0.053167354
1994,TON,1.04e-05,235947.5,0.1032649
1995,TON,1.05e-05,223885.22,0.059684311
1996,TON,1.06e-05,162259.31,0.088443678
1997,TON,1.06e-05,192400.36,0.051743404
1998,TON,1.07e-05,181812.17,0.110489492
1999,TON,1.07e-05,189215.17,0.081347218
2000,TON,1.08e-05,175513.38,0.130144024
2001,TON,1.08e-05,169214.0,0.146071208
2002,TON,1.08e-05,184668.12,0.302873278
2003,TON,1.09e-05,200286.3,0.290885263
2004,TON,1.1e-05,202817.16,0.263170458
2005,TON,1.11e-05,243004.67,0.306064137
2006,TON,1.12e-05,265927.25,0.207983307
2007,TON,1.13e-05,252464.16,0.187759382
2008,TON,1.13e-05,290477.84,0.07979589
2010,TON,1.15e-05,279091.28,0.376419574
2011,TON,1.16e-05,290476.06,0.119446931
2012,TON,1.18e-05,292694.5,0.147936572
2013,TON,1.19e-05,307309.5,0.228089854
2014,TON,1.2e-05,314800.6,0.241987033
2015,TON,1.21e-05,316514.78,0.30812526
2016,TON,1.23e-05,321315.0,0.519540477
2017,TON,1.24e-05,324450.6,0.347923445
2018,TON,1.25e-05,309188.1,0.243320555
2019,TON,1.26e-05,323879.22,0.361839041
2020,TON,1.28e-05,339258.94,0.369137113
2021,TON,1.29e-05,343635.94,0.200571458
1990,TTO,0.000496121,23473720.0,0.290726995
1995,TTO,0.00055968,21183292.0,0.701042368
1997,TTO,0.000586739,25594016.0,1.035740075
1998,TTO,0.000602586,27879866.0,2.763125265
1999,TTO,0.000621218,31210668.0,0.1711221
2015,TTO,0.001333842,65911020.0,0.384270933
2016,TTO,0.001375822,58073670.0,1.18692083
2017,TTO,0.00141833,58711292.0,0.403630734
2019,TTO,0.001502015,60324504.0,1.493795702
2020,TTO,0.001533623,52421110.0,1.580628236
2021,TTO,0.001560549,51056744.0,0.350763221
1990,TUN,0.000626063,23372402.0,118.1578999
1991,TUN,0.000640196,27160148.0,108.6665695
1992,TUN,0.000654194,26648508.0,87.27544593
1993,TUN,0.000668195,27004350.0,166.687553
1994,TUN,0.000681582,27304880.0,264.1602921
1995,TUN,0.00069442,27400250.0,174.1081618
1996,TUN,0.000709026,28099136.0,169.5364679
1997,TUN,0.000724369,30074692.0,213.1063559
1998,TUN,0.000740924,31399392.0,267.707237
2000,TUN,0.000775558,31957348.0,255.1559998
2001,TUN,0.000793329,33209070.0,255.3233163
2002,TUN,0.000810973,33638776.0,240.3699413
2004,TUN,0.000846294,35060176.0,251.2471438
2005,TUN,0.000865354,36504668.0,279.820462
2006,TUN,0.000886087,37920410.0,311.3725415
2007,TUN,0.000907442,39882580.0,314.0457177
2008,TUN,0.000931095,42080856.0,337.9921304
2009,TUN,0.000956269,45815980.0,331.2105342
2010,TUN,0.000981415,46137788.0,283.8284071
2011,TUN,0.001003386,42413950.0,299.1376046
2013,TUN,0.001047351,42756000.0,247.7874505
2016,TUN,0.001112545,45410276.0,308.4822676
1990,TKM,0.002040443,82149730.0,179.3279695
1991,TKM,0.002113293,83474920.0,154.902768
1992,TKM,0.002158931,71074850.0,120.6088382
1993,TKM,0.002209167,71460730.0,181.8811364
1994,TKM,0.002238406,67084264.0,209.3837971
1995,TKM,0.002263869,66127428.0,253.7694558
1996,TKM,0.002287825,63751950.0,248.3264487
1997,TKM,0.002292509,55038224.0,283.6262423
1998,TKM,0.002299895,59795340.0,261.7325333
1999,TKM,0.002321732,73975740.0,226.3786191
2000,TKM,0.002358123,82453160.0,263.3700081
2001,TKM,0.002390528,76177440.0,243.7366961
2002,TKM,0.002424605,74814024.0,258.8595572
2003,TKM,0.002471464,90218760.0,236.5287911
2004,TKM,0.002520912,100031960.0,254.1254705
2007,TKM,0.002653799,101399950.0,336.1791353
2008,TKM,0.002703523,114249624.0,347.2405734
2009,TKM,0.002720211,92668620.0,238.1794676
2010,TKM,0.002743902,101211810.0,308.4147961
2011,TKM,0.002785084,115011870.0,332.3885719
2012,TKM,0.002856779,119281500.0,306.6003859
2013,TKM,0.002928973,121548200.0,285.1050815
2016,TKM,0.003212352,122035930.0,341.4800315
1990,TUV,2.27e-07,11777.43,0.078159015
1991,TUV,2.37e-07,12600.691,0.129809134
1992,TUV,2.47e-07,12707.744,0.059221311
1993,TUV,2.57e-07,12538.479,0.058668257
1994,TUV,2.67e-07,12670.49,0.078795695
1995,TUV,2.77e-07,12691.379,0.069359671
1996,TUV,2.87e-07,12721.352,0.043879803
1997,TUV,2.97e-07,12835.671,0.069321884
1998,TUV,3.11e-07,20211.367,0.062347483
1999,TUV,3.24e-07,20377.223,0.011714903
2000,TUV,3.36e-07,16743.402,0.024929964
2001,TUV,3.49e-07,20450.78,0.062641599
2002,TUV,3.62e-07,20702.047,0.130774328
2003,TUV,3.76e-07,20757.906,0.130815226
2004,TUV,3.88e-07,20856.59,0.1212708
2005,TUV,4e-07,20860.111,0.148199031
2006,TUV,4.11e-07,20922.07,0.098537463
2007,TUV,4.23e-07,21054.31,0.09318431
2008,TUV,4.36e-07,21249.908,0.004378823
2009,TUV,4.47e-07,21352.814,0.087263969
2010,TUV,4.57e-07,21394.695,0.119480397
2011,TUV,4.66e-07,21486.836,0.01600018
2012,TUV,4.76e-07,21602.621,0.062806709
2013,TUV,4.86e-07,21689.393,0.132351688
2014,TUV,4.95e-07,21794.102,0.162538079
2015,TUV,5.05e-07,21928.371,0.168822917
2016,TUV,5.16e-07,22040.922,0.22244198
2017,TUV,5.26e-07,22147.158,0.160812325
2018,TUV,5.36e-07,22249.396,0.177354649
2019,TUV,5.46e-07,22384.166,0.235220204
2020,TUV,5.57e-07,22475.217,0.179644478
2021,TUV,5.67e-07,23061.707,0.076564332
1992,UGA,0.001718532,45708116.0,1.439966738
2015,UGA,0.002567433,64784976.0,2.993023614
2019,UGA,0.002754682,65494932.0,9.147452456
1990,ARE,0.001070276,78143380.0,118.5585508
1991,ARE,0.001133947,84489300.0,87.56219975
1992,ARE,0.001198029,86776504.0,101.126965
1993,ARE,0.001267238,98039096.0,121.1202242
1994,ARE,0.001337032,106887000.0,128.7932512
1995,ARE,0.001408573,106135130.0,119.5650804
1996,ARE,0.001481506,111233040.0,153.0930678
1997,ARE,0.001549022,108680344.0,141.8239647
1998,ARE,0.001618584,115253656.0,213.6452656
1999,ARE,0.001686658,112844060.0,202.8074464
2000,ARE,0.001774903,149241260.0,197.3426044
2001,ARE,0.001862435,139734540.0,210.332147
2002,ARE,0.001942138,120638610.0,209.6993639
2003,ARE,0.002037804,144228130.0,210.3705704
2004,ARE,0.002134047,149263550.0,211.2482966
